snes_time_pred,ksp_time_pred,pc_setup_time_pred,pc_apply_time_pred,jac_eval_time_pred,res_eval_time_pred,snes_time_upd,ksp_time_upd,pc_setup_time_upd,pc_apply_time_upd,jac_eval_time_upd,res_eval_time_upd,HDGInit,HDGAssembly,HDGUpdate,HDGRhs,HDGRecover,HDGTraceSolve,HDGTotal,snes_time_corr,ksp_time_corr,pc_setup_time_corr,pc_apply_time_corr,jac_eval_time_corr,res_eval_time_corr,warm up,second solve,taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,order,N,dx,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
11.398130999999992,10.566329499999997,0.22348124999999985,9.860995749999969,0.0919730000000003,0.737922000000002,3.2924950000000006,1.2096702499999994,0.28062500000000146,1.0805577500000005,0.000418999999999059,2.0819917499999985,0.1288374999999986,0.017814749999999435,0.0,0.21114025000000236,0.2017012499999984,0.6675495000000025,1.2066640000000035,4.334854750000006,0.03717300000000279,0.0020370000000005106,0.013031749999991682,0.010893249999992527,4.286427250000001,0.0,0.0,36.975539,3.6678,31.042731,0.0009160000000001389,6.371749,0.051610000000000156,3.335591000000001,1.2192990000000012,1.5017999999999994,0.6137650000000008,21.270843000000003,19.907113999999993,0.0,0.0,0.0,2.2630319999999955,0.20566551625417723,1,9,0.04113310325083545,46512,23104,69616,1.2679854426459833,0.002978170463528171,2.9125972515253435,0.28039908992637835,2.9125972515253435,0.2803990899573937
