H1Pres,HDGAssembly,HDGInit,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,build forms,build problems and solvers,configuration,corrector,corrector solve,dt,dx,initial values,jac_eval_time_corr,jac_eval_time_pred,jac_eval_time_upd,ksp_time_corr,ksp_time_pred,ksp_time_upd,order,pc_apply_time_corr,pc_apply_time_pred,pc_apply_time_upd,pc_setup_time_corr,pc_setup_time_pred,pc_setup_time_upd,picard iteration,postprocessing,predictor,predictor solve,pres dofs,res_eval_time_corr,res_eval_time_pred,res_eval_time_upd,second solve,snes_time_corr,snes_time_pred,snes_time_upd,spcs,spcs configuration,sum dofs,taylorgreen,time progressing,update,update solve,velo dofs,warm up
0.12420038251404056,0.0,5.998641073703766,119.76553356647491,113.28803426027298,359.07941341400146,120.07112610340118,0.0,0.026954848338568788,0.05566146720053331,0.026954848337740724,0.019054091439805666,0.0011968558920482514,0.7184832096099854,77.06024169921875,48.61471962928772,4.6333723068237305,0.0,0.028099258924162908,0.14049629462081453,353.31150937080383,1.3604649305343628,14.886607468128204,0.025370776653289795,44.644183576107025,19132.876215815544,359.3461756706238,5,19.970354676246643,18252.695811986923,353.14485347270966,0.7906789779663086,87.48808473348618,12.653091847896576,19931.772201538086,31.585939645767212,64.34743571281433,0.0,48400,20.823309242725372,240.5469319820404,19.38311856985092,0.0,66.93199563026428,19388.970634758472,378.87571454048157,21213.59770298004,0.023090124130249023,145640,21293.825603485107,20782.249814271927,8.075724840164185,0.0,97240,0.0
