H1Pres,HDGAssembly,HDGInit,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,build forms,build problems and solvers,configuration,corrector,corrector solve,dt,dx,initial values,jac_eval_time_corr,jac_eval_time_pred,jac_eval_time_upd,ksp_time_corr,ksp_time_pred,ksp_time_upd,order,pc_apply_time_corr,pc_apply_time_pred,pc_apply_time_upd,pc_setup_time_corr,pc_setup_time_pred,pc_setup_time_upd,picard iteration,postprocessing,predictor,predictor solve,pres dofs,res_eval_time_corr,res_eval_time_pred,res_eval_time_upd,second solve,snes_time_corr,snes_time_pred,snes_time_upd,spcs,spcs configuration,sum dofs,taylorgreen,time progressing,update,update solve,velo dofs,warm up
0.12510943282305576,0.0,1.6348384618759155,7.656010329723358,7.998796105384827,55.19417762756348,37.92047834396362,0.0,0.09504300882185429,0.06033114433995465,0.09504300844309171,0.032151108678713555,0.002829973712134613,0.25208139419555664,10.524970769882202,18.196767568588257,0.7272617816925049,0.0,0.07024814731040727,0.05619851784832581,407.18065667152405,0.21288299560546875,2.323140263557434,0.006212353706359863,2.3548057675361633,1167.8326674103737,55.239901661872864,2,0.9105854034423828,1102.5312976837158,53.57840716838837,0.06633484363555908,7.071914076805115,4.545752763748169,1324.125048160553,7.17108941078186,7.952760696411133,0.0,49284,4.1101266741752625,73.00844794511795,2.9850119948387146,0.0,6.69400942325592,1243.2709766626358,58.25130569934845,1822.9313077926636,0.0077669620513916016,148296,1848.3071234226227,1404.9097814559937,1.8436622619628906,0.0,99012,0.0
0
