taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
1399.85757,5.268631000000042,1390.9857650000001,0.002188000000030055,16.996293999999992,0.09516399999995961,20.59354100000001,19.787299999999973,0.41086700000003784,,1353.1520639999999,1299.2687769999998,1270.0026230000005,22.1502890000003,1.7105470000003233,3.60081199999989,0.06135923151542565,131584,65536,197120,0.1433680450257756,0.011806368261903252,0.24541258855278691,0.1517328471283151,0.46961367959736566,0.1517328471283151
