order,N,dx,taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
1,5,0.19634954084936207,4.755803,0.2960419999999999,4.267139,0.0011159999999996728,2.034648,0.03267500000000023,1.2092200000000002,1.0589180000000002,0.11922499999999925,"{'count': 1, 'flops': 0.0, 'time': 0.03092399999999973, 'numMessages': 0.0, 'messageLength': 0.0, 'numReductions': 0.0}",0.9864319999999998,0.8342010000000002,0.25657200000000024,0.358765,0.10165299999999888,0.1924089999999996,1.9634954084936207,2112,1024,3136,0.5358983830275809,0.17553560241332392,1.413549619794113,3.8317356658072805,1.413549619794113,3.8317356658072805
1,6,0.09817477042468103,9.040105,0.4534730000000007,8.22291,0.0019609999999996575,3.1453049999999996,0.05877700000000008,1.798266,1.5104380000000006,0.22956799999999955,"{'count': 2, 'flops': 0.0, 'time': 0.057913999999999355, 'numMessages': 0.0, 'messageLength': 0.0, 'numReductions': 0.0}",3.2105620000000004,2.735429999999999,1.5135829999999935,0.7329760000000007,0.20618800000000093,0.36338199999999965,0.9817477042468103,8320,4096,12416,0.40399967817708965,0.06075662645097304,1.0225478757703748,2.4705524708691966,1.0225478757703748,2.4705524708691966
