snes_time_pred,ksp_time_pred,pc_setup_time_pred,pc_apply_time_pred,jac_eval_time_pred,res_eval_time_pred,snes_time_upd,ksp_time_upd,pc_setup_time_upd,pc_apply_time_upd,jac_eval_time_upd,res_eval_time_upd,HDGInit,HDGAssembly,HDGUpdate,HDGRhs,HDGRecover,HDGTraceSolve,HDGTotal,snes_time_corr,ksp_time_corr,pc_setup_time_corr,pc_apply_time_corr,jac_eval_time_corr,res_eval_time_corr,warm up,second solve,taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,order,dx,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
431.4751717500001,410.43272549999995,1.5670807500000352,387.1332745000009,0.4671359999996847,20.53303700000034,32.07669124999997,25.7295152500001,1.2054902500000324,25.237838249999978,0.0033742500000082387,6.33357250000005,0.4873722499999893,0.12405174999999513,0.0,3.589508000000139,3.2972540000000468,18.348578750000016,25.72277200000033,13.505598749999955,1.1212962499999746,0.013174250000027143,0.42589824999953496,0.05686950000016555,12.318394999999871,0.0,0.0,587.6710559999999,9.566553999999982,570.6138699999999,0.002900000000021663,43.855908,0.09419799999999157,8.676928999999962,2.4636229999999983,4.144819000000002,2.0680639999999997,517.929663,487.4147399999999,0.0,0.0,0.0,7.486936000000071,0.12167336027920835,1,0.02433467205584167,133644,66564,200208,0.03522198642569437,0.00033209998600667765,0.0509664253135625,0.012543149196759347,0.0509664253135625,0.012543149196768742
42
