snes_time_pred,ksp_time_pred,pc_setup_time_pred,pc_apply_time_pred,jac_eval_time_pred,res_eval_time_pred,snes_time_upd,ksp_time_upd,pc_setup_time_upd,pc_apply_time_upd,jac_eval_time_upd,res_eval_time_upd,HDGInit,HDGAssembly,HDGUpdate,HDGRhs,HDGRecover,HDGTraceSolve,HDGTotal,snes_time_corr,ksp_time_corr,pc_setup_time_corr,pc_apply_time_corr,jac_eval_time_corr,res_eval_time_corr,warm up,second solve,taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,order,N,dx,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
10.13522999999999,8.142481000000016,0.637975,7.222466999999999,0.2076749999999956,1.7810109999999897,1.8294350000000064,1.7346449999999898,0.2614649999999994,1.5679199999999964,0.0004629999999945511,0.0935850000000027,0.16629200000000033,0.039855000000000196,0.0,0.4321810000000026,0.5606490000000086,0.5748530000000036,1.7339750000000151,0.1301880000000013,0.0342450000000003,0.012391000000000041,0.01427700000000165,0.015401999999999028,0.07991800000000193,0.0,0.0,22.4082,0.5385140000000002,21.43901,0.001244000000000245,3.4380010000000003,0.03495900000000107,1.9950159999999997,1.777533000000001,0.16117900000000152,0.05603300000000022,15.954684999999998,13.270696000000008,0.0,0.0,0.0,0.4300599999999992,0.1227184630308513,2,6,0.09817477042468103,33024,16384,49408,0.044419835362181304,0.008767889285117897,0.0740825491586709,0.17262350132856485,0.1477310653410005,0.17262350475564445
