snes_time_predcold,ksp_time_predcold,pc_setup_time_predcold,pc_apply_time_predcold,jac_eval_time_predcold,res_eval_time_predcold,snes_time_updcold,ksp_time_updcold,pc_setup_time_updcold,pc_apply_time_updcold,jac_eval_time_updcold,res_eval_time_updcold,HDGInitcold,HDGUpdatecold,HDGRhscold,HDGRecovercold,HDGTraceSolvecold,HDGTotalcold,snes_time_corrcold,ksp_time_corrcold,pc_setup_time_corrcold,pc_apply_time_corrcold,jac_eval_time_corrcold,res_eval_time_corrcold,snes_time_predwarm,ksp_time_predwarm,pc_setup_time_predwarm,pc_apply_time_predwarm,jac_eval_time_predwarm,res_eval_time_predwarm,snes_time_updwarm,ksp_time_updwarm,pc_setup_time_updwarm,pc_apply_time_updwarm,jac_eval_time_updwarm,res_eval_time_updwarm,HDGInitwarm,HDGUpdatewarm,HDGRhswarm,HDGRecoverwarm,HDGTraceSolvewarm,HDGTotalwarm,snes_time_corrwarm,ksp_time_corrwarm,pc_setup_time_corrwarm,pc_apply_time_corrwarm,jac_eval_time_corrwarm,res_eval_time_corrwarm,order,N,dx,warm up,second solve,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
9.455789999999986,7.6696379999999875,0.5754950000000001,6.822222999999996,0.17523700000000542,1.6074139999999844,1.5484069999999974,1.484810999999997,0.17099200000000092,1.3830349999999942,0.0003690000000009519,0.06244300000000358,0.10141499999999937,0.0,0.2572880000000026,0.4884299999999975,0.5209649999999986,1.368097999999998,0.08162200000000297,0.031272999999997,0.009223999999999677,0.014538000000005269,0.010591999999995494,0.03923199999999483,9.735782000000004,7.9649889999999965,0.6029020000000003,7.087208999999991,0.17954600000001975,1.5874190000000077,1.5152309999999858,1.4595719999999943,0.17190000000000438,1.3579550000000076,0.0003459999999932961,0.05459700000000822,0.10125899999999888,0.0,0.2532570000000085,0.47926500000001937,0.5180559999999943,1.351837000000021,0.08120100000001074,0.03160100000000199,0.01003599999999949,0.014449999999996521,0.011042999999990144,0.03804299999999827,2,6,0.09817477042468103,18.375359,17.12883,0.7650289999999982,34.167558,0.0012519999999995868,3.308002000000001,0.03528700000000029,2.143219000000002,1.9255219999999982,0.15489700000000006,0.06264899999999951,28.65782,23.955281999999993,0.0,0.0,0.0,0.5708149999999996,0.1227184630308513,33024,16384,49408,0.04441983536217868,0.008767889285117958,0.07408254915867137,0.1726235013285649,0.14773106534100092,0.17262350475564447
