taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,velo dofs,pres dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
184.89433,0.65096,181.160655,0.0005449999999997956,2.0969279999999997,2.0969279999999997,1.2392260000000004,1.116644,0.0842350000000005,,177.766264,156.95568599999996,143.7091179999999,8.201857000000066,0.48644499999991986,3.0822339999999997,33024,16384,2.393471239215709,0.047745406570701504,4.118689742135113,2.0171022152928066,7.456037353242261,2.017102216569562
