H1Pres,HDGAssembly,HDGInit,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,N,build forms,build problems and solvers,configuration,corrector,corrector solve,dt,dx,initial values,jac_eval_time_corr,jac_eval_time_pred,jac_eval_time_upd,ksp_time_corr,ksp_time_pred,ksp_time_upd,order,pc_apply_time_corr,pc_apply_time_pred,pc_apply_time_upd,pc_setup_time_corr,pc_setup_time_pred,pc_setup_time_upd,picard iteration,postprocessing,predictor,predictor solve,pres dofs,res_eval_time_corr,res_eval_time_pred,res_eval_time_upd,second solve,snes_time_corr,snes_time_pred,snes_time_upd,spcs,spcs configuration,sum dofs,taylorgreen,time progressing,update,update solve,velo dofs,warm up
0.12375912464821856,0.0,1.359935700893402,21.59113335609436,23.57937777042389,55.951953649520874,9.531265795230865,0.0,0.0259549237651412,0.055411429897333976,0.025954923765072635,0.01855484553343806,0.0010976359701897719,9,0.1561598777770996,57.82821297645569,21.411003828048706,2.363831043243408,0.0,0.02027889337986806,0.14600803233505003,174.3225612640381,0.5039382576942444,129.43701219558716,0.004840731620788574,7.226280093193054,2622.909144103527,56.08334541320801,6,3.103437066078186,2500.877497076988,54.7049103975296,0.17714184522628784,17.234138190746307,2.140085995197296,2944.916883945465,20.12031602859497,51.19455862045288,0.0,66564,15.739596247673035,81.4697128534317,12.691875636577606,0.0,23.482384622097015,2833.892324924469,68.79412353038788,3329.2109019756317,0.0035288333892822266,200208,3370.749033689499,3096.8569991588593,4.2691919803619385,0.0,133644,0.0
