taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
5.249166000000001,0.2924089999999997,4.7680940000000005,0.0006189999999999252,1.7303549999999999,0.02290900000000029,0.8379729999999999,0.7127599999999994,0.09916299999999989,,2.1709099999999992,1.8788860000000005,1.2559609999999992,0.3524820000000002,0.10044300000000028,0.18843699999999952,0.9817477042468103,8320,4096,12416,0.4039996781770895,0.06075662645097301,1.022547875770375,2.4705524708691966,1.022547875770375,2.4705524708691966
