H1Pres,HDGAssembly,HDGInit,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,N,build forms,build problems and solvers,configuration,corrector,corrector solve,dt,dx,initial values,jac_eval_time_corr,jac_eval_time_pred,jac_eval_time_upd,ksp_time_corr,ksp_time_pred,ksp_time_upd,order,pc_apply_time_corr,pc_apply_time_pred,pc_apply_time_upd,pc_setup_time_corr,pc_setup_time_pred,pc_setup_time_upd,picard iteration,postprocessing,predictor,predictor solve,pres dofs,res_eval_time_corr,res_eval_time_pred,res_eval_time_upd,second solve,snes_time_corr,snes_time_pred,snes_time_upd,spcs,spcs configuration,sum dofs,taylorgreen,time progressing,update,update solve,velo dofs,warm up
0.12636211049166116,0.0,0.4763941168785095,2.664539396762848,2.482318878173828,8.553452968597412,2.991135895252228,0.0,0.03658994964359302,0.057990016881594324,0.03658994963957824,0.026577604694900968,0.0018402730987272702,9,0.04737091064453125,6.5750298500061035,7.056112051010132,1.2845752239227295,0.0,0.04055778675973612,0.07300401616752501,17.35495901107788,0.13564717769622803,0.5962205529212952,0.0019626617431640625,0.9529588222503662,357.00275111198425,8.620162844657898,3,0.3956814408302307,339.0120007991791,8.138903856277466,0.02720397710800171,2.7775257229804993,0.8862362504005432,392.45641446113586,4.812952995300293,3.3913509845733643,0.0,66564,7.782186031341553,8.02805209159851,5.424247145652771,0.0,8.874138712882996,365.64905083179474,14.05046534538269,435.1721158027649,0.0017669200897216797,200208,447.04340982437134,411.1735460758209,1.898818016052246,0.0,133644,0.0
