order,N,dx,taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,snes_time_pred,ksp_time_pred,pc_setup_time_pred,pc_apply_time_pred,jac_eval_time_pred,res_eval_time_pred,snes_time_upd,ksp_time_upd,pc_setup_time_upd,pc_apply_time_upd,jac_eval_time_upd,res_eval_time_upd,snes_time_corr,ksp_time_corr,pc_setup_time_corr,pc_apply_time_corr,jac_eval_time_corr,res_eval_time_corr,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
2,5,0.19634954084936207,12.844170000000002,0.43032300000000134,11.993572,0.0018730000000011238,3.506885999999999,0.05334199999999978,2.2748850000000007,1.9416159999999998,0.2633359999999998,0.06961900000000032,6.145660000000001,5.456286,0.0,0.0,0.0,0.41983300000000057,0.4908738521234052,3.847211999999997,3.3660469999999982,0.16513500000000025,2.894684000000038,0.09916500000000195,0.3807330000000002,0.6898360000000006,0.5790069999999998,0.24764300000000095,0.3872530000000012,0.0005239999999986367,0.11007999999999996,0.10475500000000082,0.005378000000000327,0.002775000000000638,0.0014839999999987086,0.008469000000000726,0.09074000000000026,8320,4096,12416,0.4056957097102857,0.10185959183767904,0.6241593620356997,0.5689909315032087,1.218418701658664,0.5689909315032081
2,6,0.09817477042468103,46.026219,0.7418670000000027,44.592241,0.002333000000001473,4.814536999999999,0.07157899999999895,3.131494000000003,2.6577079999999995,0.36249999999999805,0.11090099999999925,36.551224,34.458049,0.0,0.0,0.0,0.6915549999999975,0.2454369260617026,31.443681000000005,29.887748999999996,0.7378030000000004,26.519136000000014,0.28430800000000556,1.2684150000000232,1.5335640000000028,1.3740140000000052,0.5269570000000003,1.0766540000000013,0.0009869999999949641,0.15792899999999577,0.1672319999999985,0.023455999999995925,0.009315000000001739,0.009016000000003466,0.01891200000000648,0.12440299999999738,33024,16384,49408,0.26304466212096855,0.0429606856532731,0.42595475128975346,0.35274497261466914,0.835530451809796,0.3527449726146689
