snes_time_pred,ksp_time_pred,pc_setup_time_pred,pc_apply_time_pred,jac_eval_time_pred,res_eval_time_pred,snes_time_upd,ksp_time_upd,pc_setup_time_upd,pc_apply_time_upd,jac_eval_time_upd,res_eval_time_upd,HDGInit,HDGAssembly,HDGUpdate,HDGRhs,HDGRecover,HDGTraceSolve,HDGTotal,snes_time_corr,ksp_time_corr,pc_setup_time_corr,pc_apply_time_corr,jac_eval_time_corr,res_eval_time_corr,warm up,second solve,taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,order,N,dx,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
655.761858999999,439.4884629999998,12.081563000000063,411.95091700000006,132.28471699999983,83.92679700000019,41.97454999999992,41.3496709999997,1.354890000000081,40.552641000000094,0.002550999999696657,0.6091720000000418,0.7921259999999979,0.4749879999999793,0.0,13.301379000000072,14.358340000000194,12.891339000000002,41.343184000000264,1.774487000000076,1.0780200000002385,0.167764999999938,0.5860430000000836,0.2349770000000193,0.45202499999994483,0.0,0.0,932.4931980000001,5.155376999999992,924.0889609999999,0.002679999999980698,80.41772099999997,0.0714899999999905,52.36856699999999,51.685619999999986,0.3478869999999832,0.33454299999996895,791.213285,708.9736650000002,0.0,0.0,0.0,3.2471710000000105,0.030679615757712823,4,6,0.09817477042468103,131584,65536,197120,0.024186052881530702,0.0019035650661304963,0.05686369920528983,0.02966749650959082,0.12526562429241847,0.029667496509591003
