snes_time_pred,ksp_time_pred,pc_setup_time_pred,pc_apply_time_pred,jac_eval_time_pred,res_eval_time_pred,snes_time_upd,ksp_time_upd,pc_setup_time_upd,pc_apply_time_upd,jac_eval_time_upd,res_eval_time_upd,HDGInit,HDGAssembly,HDGUpdate,HDGRhs,HDGRecover,HDGTraceSolve,HDGTotal,snes_time_corr,ksp_time_corr,pc_setup_time_corr,pc_apply_time_corr,jac_eval_time_corr,res_eval_time_corr,warm up,second solve,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,order,N,dx,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
0.5257549999999984,0.36356800000000344,0.053134000000000015,0.2998529999999988,0.03248499999999854,0.12929299999999966,0.3124720000000005,0.27667399999999986,0.08838299999999943,0.21255199999999963,0.0001669999999993621,0.03550200000000192,0.06402200000000047,0.006573999999999636,0.0,0.06232499999999952,0.0703080000000007,0.07985400000000009,0.2765090000000008,0.034728999999999566,0.0017259999999996722,0.0007570000000001187,0.00046300000000165653,0.002595000000000347,0.03032499999999949,0.0,0.0,0.19120800000000004,3.603291,0.0006170000000000897,1.3771709999999997,0.017596000000000167,0.6991480000000001,0.6009169999999999,0.0782089999999993,0.019909000000000177,1.504474,1.1742660000000011,0.0,0.0,0.0,0.15551400000000015,0.4908738521234052,1,6,0.09817477042468103,8320,4096,12416,0.6611583548112824,0.029919176825232367,1.41994641441087,1.1536889345373276,1.41994641441087,1.153688935100658
