H1Pres,HDGAssembly,HDGInit,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,N,build forms,build problems and solvers,configuration,corrector,corrector solve,dt,dx,initial values,jac_eval_time_corr,jac_eval_time_pred,jac_eval_time_upd,ksp_time_corr,ksp_time_pred,ksp_time_upd,order,pc_apply_time_corr,pc_apply_time_pred,pc_apply_time_upd,pc_setup_time_corr,pc_setup_time_pred,pc_setup_time_upd,picard iteration,postprocessing,predictor,predictor solve,pres dofs,res_eval_time_corr,res_eval_time_pred,res_eval_time_upd,second solve,snes_time_corr,snes_time_pred,snes_time_upd,spcs,spcs configuration,sum dofs,taylorgreen,time progressing,update,update solve,velo dofs,warm up
0.12166742182078058,0.0,0.9313844442367554,11.57626062631607,12.261261105537415,31.25830101966858,6.574455559253693,0.0,0.037083371890642376,0.05450748607221538,0.03708337189045569,0.018169730322039362,0.0012741059496656094,9,0.10705995559692383,31.892679929733276,12.354151964187622,1.9709410667419434,0.0,0.024334672055841673,0.12167336027920836,95.66491222381592,0.3349124789237976,66.75917100906372,0.0036783218383789062,4.101046860218048,1454.0252929925919,31.35809201002121,5,1.7656607627868652,1385.1148555874825,30.414220452308655,0.10206460952758789,10.168949127197266,1.5594889521598816,1637.292223930359,13.034096956253052,26.818944692611694,0.0,65025,13.014408230781555,45.91356694698334,9.784718930721283,0.0,17.45922964811325,1566.7523773312569,41.156511306762695,1845.4956049919128,0.002937793731689453,195585,1870.8885006904602,1717.7988052368164,3.1023130416870117,0.0,130560,0.0
