taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
49.950621000000005,0.7227269999999995,48.702144,0.001138999999999779,4.389826999999999,0.0474060000000005,2.46293,2.18586,0.2030120000000002,,41.779973000000005,39.774095,37.53511199999999,1.4403760000000023,0.24664299999999706,0.5253909999999982,0.2454369260617026,33024,16384,49408,0.26304466212096855,0.0429606856532731,0.42595475128975346,0.35274497261466914,0.835530451809796,0.3527449726146689
