taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
309.59058200000004,1.943764000000002,306.19368299999996,0.0016599999999988846,8.637164999999998,0.06754500000000085,6.964176999999999,6.487849999999996,0.30582800000000443,,290.468191,279.2892710000001,270.6999670000002,6.148996999999925,0.6174429999999997,1.452637999999964,0.1090830782496456,74112,36864,110976,0.06969740170069666,0.025676879426406823,0.10897320830589213,0.1785313021475462,0.3986352640367477,0.1785313021475437
