snes_time_pred,ksp_time_pred,pc_setup_time_pred,pc_apply_time_pred,jac_eval_time_pred,res_eval_time_pred,snes_time_upd,ksp_time_upd,pc_setup_time_upd,pc_apply_time_upd,jac_eval_time_upd,res_eval_time_upd,HDGInit,HDGAssembly,HDGUpdate,HDGRhs,HDGRecover,HDGTraceSolve,HDGTotal,snes_time_corr,ksp_time_corr,pc_setup_time_corr,pc_apply_time_corr,jac_eval_time_corr,res_eval_time_corr,warm up,second solve,taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,order,dx,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
4.282915000000003,2.388178999999996,1.182201000000005,1.119284999999992,0.5081049999999951,1.3837520000000114,3.0176989999999986,2.7941320000000003,1.5699679999999954,1.764608,0.0015560000000016672,0.22151499999999746,1.0290299999999988,0.1406440000000022,0.0,0.28361599999999676,0.3241940000000003,1.1565770000000004,2.7934169999999963,0.2519290000000005,0.02710300000000032,0.0166569999999977,0.004246000000001082,0.03739399999999993,0.18705900000000142,0.0,0.0,18.092035000000003,1.888983999999998,14.730269999999999,0.0036389999999979494,0.6465469999999978,0.11407899999999982,3.5237610000000013,2.9128790000000007,0.4803030000000006,0.12984100000000387,10.395300999999996,8.878739999999997,0.0,0.0,0.0,1.4707539999999995,1e-05,1,0.03847649490485592,53464,26569,80033,0.009690846623419624,3.4702184821613913e-06,0.02086190661283119,0.0003998222852317625,0.02086190661283119,0.00040066736346473336
