H1Pres,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,Order,dt
1.97057939308018e-05,1.9733909165162633e-06,1.97057939308018e-05,1.9733907052966247e-06,7.629689412159804e-06,5.598501706454618e-08,1,0.004908738521234052
0.2867269662296657,0.16869999465731736,0.15087468709056812,0.1686999946573181,0.09068633543007626,0.004803046113450608,2,0.001227184630308513
0.28745954946251634,0.16940721277233087,0.1511281576146053,0.16940721277233087,0.0908605196559859,0.004815758931078948,3,0.000545415391248228
0.2875198073707521,0.16951243394706383,0.1511647893558844,0.16951243394706383,0.09088172618695377,0.004818297374390191,4,0.00030679615757712823
