CFL,Order,dt,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
20,1,0.9817477042468103,0.22407129471272408,0.04619296027809187,0.7044196360738769,2.0884864935389724,0.7044196360738769,2.0884864935389724
20,2,0.2454369260617026,0.0183453821434614,0.00813511866727542,0.05740978430355611,0.36792738840967626,0.12820191912551115,0.36792738840967715
20,3,0.1090830782496456,0.009014954339328102,0.011015338309093807,0.02831034426199224,0.49851109281337896,0.06333792776425405,0.4985110928133817
20,4,0.06135923151542565,0.009027402432610136,0.012168042124532699,0.028359180392837916,0.5506679182394841,0.06341313287261297,0.5506679182394841
