H1Pres,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,Order,dt
0.029017465270398255,0.018806678236226962,0.029017465270398255,0.018806678236226903,0.011120826745710966,0.0012802322932960384,1,0.04908738521234052
0.2929356030934202,0.16392754980069665,0.14913888762017793,0.16392754980069724,0.09095468669883952,0.0046695588611137045,2,0.01227184630308513
0.2862347346384211,0.1669896601574388,0.15016297126260494,0.1669896601574388,0.09071355447897245,0.0047481345195486135,3,0.00545415391248228
0.28935220170500575,0.16915987723715192,0.15153773446729427,0.16915987723715192,0.09131599566373223,0.00480858896593957,4,0.0030679615757712823
