CFL,Order,dt,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
10,1,0.2454369260617026,0.00015885304770821713,9.291376130780319e-05,0.0004813820424753457,0.00829779902093843,0.0004813820424753457,0.00829779902093843
10,2,0.06135923151542565,3.6572506005504783e-06,9.214191972221062e-06,1.0384391794805662e-05,0.0008337375117431762,0.0001712816785200666,0.0008337375120220644
10,3,0.0272707695624114,3.3795889391528e-06,4.034915948413276e-06,1.0535837081867176e-05,0.00036521146193975007,5.58674469527837e-05,0.000365211461945356
