CFL,H1Pres,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,Order,dt
0.1,0.028443328267616218,0.6009640695726151,0.028443328267616218,0.6009640695726133,0.009010196097788952,0.013274216912510094,1,0.004908738521234052
0.1,0.12841454294588403,0.0006703260258604149,0.057476555227074455,0.0006702100526879126,0.018353926549389863,1.4822017113126293e-05,2,0.001227184630308513
0.1,0.12865501043960303,0.0003509858567881417,0.0575067738894573,0.000350983895078476,0.018305079749310522,7.756406729489754e-06,3,0.000545415391248228
0.1,0.12862410483958098,0.0001869608671044699,0.057522412104972914,0.00018696086708693956,0.018309936329434277,4.130559477306256e-06,4,0.00030679615757712823
