CFL,Order,dt,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
10,1,0.2454369260617026,0.13971384752613822,0.001700760048976518,0.22258583483073663,0.03777214812764048,0.22258583483073663,0.03777214812774473
10,2,0.06135923151542565,0.002958994354292632,0.000678721208949053,0.007982304970749428,0.006603196922036445,0.012197197499220491,0.006603196922545193
10,3,0.0272707695624114,0.0012621270062944318,0.00028934395153038515,0.0033356538309858136,0.0018683277022459258,0.0050969286574526615,0.0018683277022470432
10,4,0.015339807878856412,0.0006864521790455427,0.00015606335473794552,0.0017490361991091832,0.0007314036671891437,0.0026568924116737707,0.0007314036671891451
