CFL,Order,dt,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
20,2,0.2454369260617026,0.023968730840567536,0.005162036056899156,0.07498651496456464,0.2333506352412853,0.16749724513179579,0.23335063557439215
