CFL,Order,dt,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
10,2,0.1227184630308513,0.012631465015808245,0.0025963870546634165,0.0395450140289005,0.11745897280148197,0.08812088834269871,0.11759871379813719
