H1Pres,HDGAssembly,HDGInit,HDGRecover,HDGRhs,HDGTotal,HDGTraceSolve,HDGUpdate,HDivVelo,L2Pres,L2Velo,LinfPres,LinfVelo,build forms,build problems and solvers,configuration,corrector,corrector solve,dt,dx,initial values,jac_eval_time_corr,jac_eval_time_pred,jac_eval_time_upd,ksp_time_corr,ksp_time_pred,ksp_time_upd,order,pc_apply_time_corr,pc_apply_time_pred,pc_apply_time_upd,pc_setup_time_corr,pc_setup_time_pred,pc_setup_time_upd,picard iteration,postprocessing,predictor,predictor solve,pres dofs,res_eval_time_corr,res_eval_time_pred,res_eval_time_upd,second solve,snes_time_corr,snes_time_pred,snes_time_upd,spcs,spcs configuration,sum dofs,taylorgreen,time progressing,update,update solve,velo dofs,warm up
10.602535581188382,26.32863187789917,57.00495791435242,49.25600719451904,28.78316569328308,164.63515496253967,29.591024160385132,0.0,4.6493504308325487e-07,0.2685790451983055,9.736596833797071e-09,0.1792047942200224,2.2996230946926617e-09,0.6891906261444092,217.44592261314392,99.01213645935059,6.486428499221802,0.0,1e-09,0.19467737644673336,46.898322343826294,2.3089711666107178,300.32721042633057,0.03403449058532715,2.3210020065307617,249.02332878112793,164.64965391159058,4,0.29157328605651855,114.07120275497437,107.63138031959534,1.797898530960083,136.63241744041443,71.38520956039429,940.6538095474243,63.14371585845947,198.63323044776917,0.0,16384,12.238275051116943,173.24761605262756,20.04582929611206,0.0,16.87747550010681,722.6557250022888,184.74251914024353,1260.3305168151855,0.020290136337280273,49408,1422.5044674873352,995.0234801769257,12.322741985321045,0.0,33024,0.0
