snes_time_pred,ksp_time_pred,pc_setup_time_pred,pc_apply_time_pred,jac_eval_time_pred,res_eval_time_pred,snes_time_upd,ksp_time_upd,pc_setup_time_upd,pc_apply_time_upd,jac_eval_time_upd,res_eval_time_upd,HDGInit,HDGAssembly,HDGUpdate,HDGRhs,HDGRecover,HDGTraceSolve,HDGTotal,snes_time_corr,ksp_time_corr,pc_setup_time_corr,pc_apply_time_corr,jac_eval_time_corr,res_eval_time_corr,warm up,second solve,taylorgreen,configuration,spcs,spcs configuration,initial values,build forms,build problems and solvers,predictor,update,corrector,time progressing,picard iteration,predictor solve,update solve,corrector solve,postprocessing,dt,order,dx,velo dofs,pres dofs,sum dofs,LinfPres,LinfVelo,L2Pres,L2Velo,H1Pres,HDivVelo
116.83478399999981,88.08358199999996,29.747386000000233,64.95883699999987,16.158571999999815,12.559787,36.968202999999946,35.45914900000003,18.425166999999767,23.25834699999995,0.017129000000187578,1.4859110000000202,12.196125000000137,4.71057400000003,0.0,5.554354000000013,6.207717000000075,11.495127999999955,35.45332400000018,4.219697000000108,1.9020269999999955,1.5752079999998378,0.1863760000000254,1.1075130000000089,1.205821000000066,0.0,0.0,390.65434799999986,40.179525,323.0277,0.0221900000002484,11.232903000000082,0.759007999999878,111.36418799999996,104.3110839999999,3.5800919999999237,3.4700630000000228,198.94414999999987,167.85485700000015,0.0,0.0,0.0,27.43548699999982,1e-08,5,0.1720721162863643,65160,32400,97560,4.2363026066369055e-05,7.962658310489701e-12,6.94332366680392e-05,6.29195964883735e-11,0.0051376965810788705,6.834359829374924e-09
